"player_name","first_name_punc","last_name_punc","first_name_lower","last_name_lower","last_name_suffix","bbref_link","bbref_id","first_season","last_season","espn_link","espn_number","espn_id","first_year_in_school","last_year_in_school","school_1_name","school_1_id","school_2_name","school_2_id","sport_ref_id","school_3_name","school_3_id"
"Chinanu Onuaku","Chinanu","Onuaku","chinanu","onuaku",NA,"o/onuakch01","onuakch01",2017,2018,"3147366/chinanu-onuaku",3147366,"chinanu-onuaku",NA,NA,NA,"louisville",NA,NA,"chinanu-onuaku-1",NA,NA
"Damian Jones","Damian","Jones","damian","jones",NA,"j/jonesda03","jonesda03",2017,2019,"3064559/damian-jones",3064559,"damian-jones",NA,NA,NA,"vanderbilt",NA,NA,"damian-jones-1",NA,NA
"Daniel Ochefu","Daniel","Ochefu","daniel","ochefu",NA,"o/ochefda01","ochefda01",2017,2017,"2991050/daniel-ochefu",2991050,"daniel-ochefu",NA,NA,NA,"villanova",NA,NA,"daniel-ochefu-1",NA,NA
"Danuel House","Danuel","House","danuel","house",NA,"h/houseda01","houseda01",2017,2019,"2991155/danuel-house-jr.",2991155,"danuel-house-jr.",NA,NA,NA,"houston","Texas","texas-am","danuel-house-1",NA,NA
"Dario Saric","Dario","Saric","dario","saric",NA,"s/saricda01","saricda01",2017,2019,"3032978/dario-saric",3032978,"dario-saric",NA,NA,NA,NA,NA,NA,NA,NA,NA
"David Nwaba","David","Nwaba","david","nwaba",NA,"n/nwabada01","nwabada01",2017,2019,"3062744/david-nwaba",3062744,"david-nwaba",NA,NA,"Cal Poly","cal-poly",NA,NA,"david-nwaba-1",NA,NA
"Davis Bertans","Davis","Bertans","davis","bertans",NA,"b/bertada01","bertada01",2017,2019,"6426/davis-bertans",6426,"davis-bertans",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DeAndre' Bembry","DeAndre'","Bembry","deandre","bembry",NA,"b/bembrde01","bembrde01",2017,2019,"3062667/deandre'-bembry",3062667,"deandre'-bembry",NA,NA,"Saint Joseph","saint-josephs",NA,NA,"deandre-bembry-1",NA,NA
"Dejounte Murray","Dejounte","Murray","dejounte","murray",NA,"m/murrade01","murrade01",2017,2018,"3907497/dejounte-murray",3907497,"dejounte-murray",NA,NA,NA,"washington",NA,NA,"dejounte-murray-1",NA,NA
"Demetrius Jackson","Demetrius","Jackson","demetrius","jackson",NA,"j/jacksde01","jacksde01",2017,2019,"3059273/demetrius-jackson",3059273,"demetrius-jackson",NA,NA,NA,"notre-dame",NA,NA,"demetrius-jackson-2",NA,NA
"Denzel Valentine","Denzel","Valentine","denzel","valentine",NA,"v/valende01","valende01",2017,2018,"2999549/denzel-valentine",2999549,"denzel-valentine",NA,NA,NA,"michigan-state",NA,NA,"denzel-valentine-1",NA,NA
"Derrick Jones","Derrick","Jones","derrick","jones",NA,"j/jonesde02","jonesde02",2017,2019,"3936099/derrick-jones-jr.",3936099,"derrick-jones-jr.",NA,NA,"Nevada","nevada-las-vegas",NA,NA,"derrick-jonesjr-1",NA,NA
"Deyonta Davis","Deyonta","Davis","deyonta","davis",NA,"d/davisde01","davisde01",2017,2019,"3937101/deyonta-davis",3937101,"deyonta-davis",NA,NA,NA,"michigan-state",NA,NA,"deyonta-davis-1",NA,NA
"Diamond Stone","Diamond","Stone","diamond","stone",NA,"s/stonedi01","stonedi01",2017,2017,"3924880/diamond-stone",3924880,"diamond-stone",NA,NA,NA,"maryland",NA,NA,"diamond-stone-1",NA,NA
"Domantas Sabonis","Domantas","Sabonis","domantas","sabonis",NA,"s/sabondo01","sabondo01",2017,2019,"3155942/domantas-sabonis",3155942,"domantas-sabonis",NA,NA,NA,"gonzaga",NA,NA,"domantas-sabonis-1",NA,NA
"Dorian Finney-Smith","Dorian","Finney-Smith","dorian","finney-smith",NA,"f/finnedo01","finnedo01",2017,2019,"2578185/dorian-finney-smith",2578185,"dorian-finney-smith",NA,NA,"Virginia Tech","virginia-tech","Florida","florida","dorian-finney-smith-1",NA,NA
"Dragan Bender","Dragan","Bender","dragan","bender",NA,"b/bendedr01","bendedr01",2017,2019,"4011991/dragan-bender",4011991,"dragan-bender",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fred VanVleet","Fred","VanVleet","fred","vanvleet",NA,"v/vanvlfr01","vanvlfr01",2017,2019,"2991230/fred-vanvleet",2991230,"fred-vanvleet",NA,NA,NA,"wichita-state",NA,NA,"fred-van-vleet-1",NA,NA
"Georges Niang","Georges","Niang","georges","niang",NA,"n/niangge01","niangge01",2017,2019,"2990969/georges-niang",2990969,"georges-niang",NA,NA,NA,"iowa-state",NA,NA,"georges-niang-1",NA,NA
"Georgios Papagiannis","Georgios","Papagiannis","georgios","papagiannis",NA,"p/papagge01","papagge01",2017,2018,"4017846/georgios-papagiannis",4017846,"georgios-papagiannis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Henry Ellenson","Henry","Ellenson","henry","ellenson",NA,"e/ellenhe01","ellenhe01",2017,2019,"3906522/henry-ellenson",3906522,"henry-ellenson",NA,NA,NA,"marquette",NA,NA,"henry-ellenson-1",NA,NA
"Isaiah Taylor","Isaiah","Taylor","isaiah","taylor",NA,"t/taylois01","taylois01",2017,2018,"3059336/isaiah-taylor",3059336,"isaiah-taylor",NA,NA,"Texas",NA,NA,NA,"isaiah-taylor-1",NA,NA
"Isaiah Whitehead","Isaiah","Whitehead","isaiah","whitehead",NA,"w/whiteis01","whiteis01",2017,2018,"3136477/isaiah-whitehead",3136477,"isaiah-whitehead",NA,NA,NA,"seton-hall",NA,NA,"isaiah-whitehead-1",NA,NA
"Ivica Zubac","Ivica","Zubac","ivica","zubac",NA,"z/zubaciv01","zubaciv01",2017,2019,"4017837/ivica-zubac",4017837,"ivica-zubac",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jake Layman","Jake","Layman","jake","layman",NA,"l/laymaja01","laymaja01",2017,2019,"2982268/jake-layman",2982268,"jake-layman",NA,NA,NA,"maryland",NA,NA,"jake-layman-1",NA,NA
"Jakob Poeltl","Jakob","Poeltl","jakob","poeltl",NA,"p/poeltja01","poeltja01",2017,2019,"3134908/jakob-poeltl",3134908,"jakob-poeltl",NA,NA,NA,"utah",NA,NA,"jakob-poeltl-1",NA,NA
"Jamal Murray","Jamal","Murray","jamal","murray",NA,"m/murraja01","murraja01",2017,2019,"3936299/jamal-murray",3936299,"jamal-murray",NA,NA,NA,"kentucky",NA,NA,"jamal-murray-1",NA,NA
"Jarrod Uthoff","Jarrod","Uthoff","jarrod","uthoff",NA,"u/uthofja01","uthofja01",2017,2017,"2579293/jarrod-uthoff",2579293,"jarrod-uthoff",NA,NA,NA,"iowa",NA,NA,"jarrod-uthoff-1",NA,NA
"Jaylen Brown","Jaylen","Brown","jaylen","brown",NA,"b/brownja02","brownja02",2017,2019,"3917376/jaylen-brown",3917376,"jaylen-brown",NA,NA,"University of California",NA,NA,NA,"jaylen-brown-1",NA,NA
"Joel Bolomboy","Joel","Bolomboy","joel","bolomboy",NA,"b/bolomjo01","bolomjo01",2017,2018,"2983551/joel-bolomboy",2983551,"joel-bolomboy",NA,NA,NA,"weber-state",NA,NA,"joel-bolomboy-1",NA,NA
"Joel Embiid","Joel","Embiid","joel","embiid",NA,"e/embiijo01","embiijo01",2017,2019,"3059318/joel-embiid",3059318,"joel-embiid",NA,NA,NA,"kansas",NA,NA,"joel-embiid-1",NA,NA
"Jonathan Gibson","Jonathan","Gibson","jonathan","gibson",NA,"g/gibsojo01","gibsojo01",2017,2018,"2234666/jonathan-gibson",2234666,"jonathan-gibson",2007,NA,"New Mexico State","new-mexico-state",NA,NA,"jonathan-gibson-1",NA,NA
"Juan Hernangomez","Juan","Hernangomez","juan","hernangomez",NA,"h/hernaju01","hernaju01",2017,2019,"4017839/juan-hernangomez",4017839,"juan-hernangomez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kay Felder","Kay","Felder","kay","felder",NA,"f/feldeka01","feldeka01",2017,2018,"3062892/kay-felder",3062892,"kay-felder",NA,NA,NA,"oakland",NA,NA,"kahlil-felder-1",NA,NA
"Kris Dunn","Kris","Dunn","kris","dunn",NA,"d/dunnkr01","dunnkr01",2017,2019,"2991139/kris-dunn",2991139,"kris-dunn",NA,NA,"Providence",NA,NA,NA,"kris-dunn-1",NA,NA
"Kyle Wiltjer","Kyle","Wiltjer","kyle","wiltjer",NA,"w/wiltjky01","wiltjky01",2017,2017,"2581029/kyle-wiltjer",2581029,"kyle-wiltjer",NA,NA,NA,"kentucky","Gonzaga","gonzaga","kyle-wiltjer-1",NA,NA
"Malachi Richardson","Malachi","Richardson","malachi","richardson",NA,"r/richama01","richama01",2017,2019,"3934663/malachi-richardson",3934663,"malachi-richardson",NA,NA,NA,"syracuse",NA,NA,"malachi-richardson-1",NA,NA
"Malcolm Brogdon","Malcolm","Brogdon","malcolm","brogdon",NA,"b/brogdma01","brogdma01",2017,2019,"2566769/malcolm-brogdon",2566769,"malcolm-brogdon",NA,NA,NA,"virginia",NA,NA,"malcolm-brogdon-1",NA,NA
"Malcolm Delaney","Malcolm","Delaney","malcolm","delaney",NA,"d/delanma01","delanma01",2017,2018,"2282205/malcolm-delaney",2282205,"malcolm-delaney",2008,NA,"Virginia Tech","virginia-tech",NA,NA,"malcolm-delaney-1",NA,NA
"Malik Beasley","Malik","Beasley","malik","beasley",NA,"b/beaslma01","beaslma01",2017,2019,"3907822/malik-beasley",3907822,"malik-beasley",NA,NA,NA,"florida-state",NA,NA,"malik-beasley-1",NA,NA
"Marcus Georges-Hunt","Marcus","Georges-Hunt","marcus","georges-hunt",NA,"g/georgma01","georgma01",2017,2018,"2982261/marcus-georges-hunt",2982261,"marcus-georges-hunt",NA,NA,"Georgia Tech","georgia-tech",NA,NA,"marcus-georges-hunt-1",NA,NA
"Marquese Chriss","Marquese","Chriss","marquese","chriss",NA,"c/chrisma01","chrisma01",2017,2019,"3907487/marquese-chriss",3907487,"marquese-chriss",NA,NA,NA,"washington",NA,NA,"marquese-chriss-1",NA,NA
"Marshall Plumlee","Marshall","Plumlee","marshall","plumlee",NA,"p/plumlma02","plumlma02",2017,2018,"2566748/marshall-plumlee",2566748,"marshall-plumlee",NA,NA,NA,"duke",NA,NA,"marshall-plumlee-1",NA,NA
"Maurice Ndour","Maurice","Ndour","maurice","ndour",NA,"n/ndourma01","ndourma01",2017,2017,"3063982/maurice-ndour",3063982,"maurice-ndour",NA,NA,NA,"ohio",NA,NA,"maurice-ndour-1",NA,NA
"Michael Gbinije","Michael","Gbinije","michael","gbinije",NA,"g/gbinimi01","gbinimi01",2017,2017,"2566747/michael-gbinije",2566747,"michael-gbinije",NA,NA,NA,"duke","Syracuse","syracuse","michael-gbinije-1",NA,NA
"Mike Tobey","Mike","Tobey","mike","tobey",NA,"t/tobeymi01","tobeymi01",2017,2017,"2982337/mike-tobey",2982337,"mike-tobey",NA,NA,NA,"virginia",NA,NA,"mike-tobey-1",NA,NA
"Mindaugas Kuzminskas","Mindaugas","Kuzminskas","mindaugas","kuzminskas",NA,"k/kuzmimi01","kuzmimi01",2017,2018,"3138120/mindaugas-kuzminskas",3138120,"mindaugas-kuzminskas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nicolas Brussino","Nicolas","Brussino","nicolas","brussino",NA,"b/brussni01","brussni01",2017,2018,"3929314/nicolas-brussino",3929314,"nicolas-brussino",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nicolas Laprovittola","Nicolas","Laprovittola","nicolas","laprovittola",NA,"l/laproni01","laproni01",2017,2017,"2968338/nicolas-laprovittola",2968338,"nicolas-laprovittola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Okaro White","Okaro","White","okaro","white",NA,"w/whiteok01","whiteok01",2017,2019,"2528473/okaro-white",2528473,"okaro-white",NA,NA,NA,"florida-state",NA,NA,"okaro-white-1",NA,NA
"Pascal Siakam","Pascal","Siakam","pascal","siakam",NA,"s/siakapa01","siakapa01",2017,2019,"3149673/pascal-siakam",3149673,"pascal-siakam",NA,NA,NA,"new-mexico-state",NA,NA,"pascal-siakam-1",NA,NA
"Patricio Garino","Patricio","Garino","patricio","garino",NA,"g/garinpa01","garinpa01",2017,2017,"2982506/patricio-garino",2982506,"patricio-garino",NA,NA,NA,"george-washington",NA,NA,"patricio-garino-1",NA,NA
"Patrick McCaw","Patrick","McCaw","patrick","mccaw",NA,"m/mccawpa01","mccawpa01",2017,2019,"3137730/patrick-mccaw",3137730,"patrick-mccaw",NA,NA,"Nevada","nevada-las-vegas",NA,NA,"patrick-mccaw-1",NA,NA
"Paul Zipser","Paul","Zipser","paul","zipser",NA,"z/zipsepa01","zipsepa01",2017,2018,"3893023/paul-zipser",3893023,"paul-zipser",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierre Jackson","Pierre","Jackson","pierre","jackson",NA,"j/jackspi01","jackspi01",2017,2017,"2578204/pierre-jackson",2578204,"pierre-jackson",NA,NA,NA,"baylor",NA,NA,"pierre-jackson-1",NA,NA
"Quinn Cook","Quinn","Cook","quinn","cook",NA,"c/cookqu01","cookqu01",2017,2019,"2566745/quinn-cook",2566745,"quinn-cook",NA,NA,NA,"duke",NA,NA,"quinn-cook-1",NA,NA
"Rodney McGruder","Rodney","McGruder","rodney","mcgruder",NA,"m/mcgruro01","mcgruro01",2017,2019,"2488826/rodney-mcgruder",2488826,"rodney-mcgruder",NA,NA,NA,"kansas-state",NA,NA,"rodney-mcgruder-1",NA,NA
"Ron Baker","Ron","Baker","ron","baker",NA,"b/bakerro01","bakerro01",2017,2019,"2580349/ron-baker",2580349,"ron-baker",NA,NA,NA,"wichita-state",NA,NA,"ron-baker-1",NA,NA
"Semaj Christon","Semaj","Christon","semaj","christon",NA,"c/chrisse01","chrisse01",2017,2017,"2983526/semaj-christon",2983526,"semaj-christon",NA,NA,NA,"xavier",NA,NA,"semaj-christon-1",NA,NA
"Shawn Long","Shawn","Long","shawn","long",NA,"l/longsh01","longsh01",2017,2017,"2581180/shawn-long",2581180,"shawn-long",NA,NA,"Louisiana","louisiana-lafayette",NA,NA,"shawn-long-1",NA,NA
"Sheldon Mac","Sheldon","Mac","sheldon","mac",NA,"m/mcclesh01","mcclesh01",2017,2017,"2594885/sheldon-mac",2594885,"sheldon-mac",2012,2016,"Texas","texas","Miami","miami-fl","sheldon-mcclellan-1",NA,NA
"Skal Labissiere","Skal","Labissiere","skal","labissiere",NA,"l/labissk01","labissk01",2017,2019,"3936296/skal-labissiere",3936296,"skal-labissiere",NA,NA,NA,"kentucky",NA,NA,"skal-labissiere-1",NA,NA
"Stephen Zimmerman","Stephen","Zimmerman","stephen","zimmerman",NA,"z/zimmest01","zimmest01",2017,2017,"3936102/stephen-zimmerman",3936102,"stephen-zimmerman",NA,NA,"Nevada","nevada-las-vegas",NA,NA,"stephen-zimmermanjr-1",NA,NA
"Thon Maker","Thon","Maker","thon","maker",NA,"m/makerth01","makerth01",2017,2019,"4017843/thon-maker",4017843,"thon-maker",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tim Quarterman","Tim","Quarterman","tim","quarterman",NA,"q/quartti01","quartti01",2017,2018,"4064730/tim-quarterman",4064730,"tim-quarterman",NA,NA,NA,"louisiana-state",NA,NA,"tim-quarterman-1",NA,NA
"Timothe Luwawu-Cabarrot","Timothe","Luwawu-Cabarrot","timothe","luwawu-cabarrot",NA,"l/luwawti01","luwawti01",2017,2019,"3893019/timothe-luwawu-cabarrot",3893019,"timothe-luwawu-cabarrot",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tomas Satoransky","Tomas","Satoransky","tomas","satoransky",NA,"s/satorto01","satorto01",2017,2019,"6621/tomas-satoransky",6621,"tomas-satoransky",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Treveon Graham","Treveon","Graham","treveon","graham",NA,"g/grahatr01","grahatr01",2017,2019,"2595231/treveon-graham",2595231,"treveon-graham",NA,NA,NA,"virginia-commonwealth",NA,NA,"treveon-graham-1",NA,NA
"Troy Williams","Troy","Williams","troy","williams",NA,"w/willitr02","willitr02",2017,2019,"3078286/troy-williams",3078286,"troy-williams",NA,NA,NA,"indiana",NA,NA,"troy-williams-2",NA,NA
"Tyler Ulis","Tyler","Ulis","tyler","ulis",NA,"u/ulisty01","ulisty01",2017,2019,"3136194/tyler-ulis",3136194,"tyler-ulis",NA,NA,NA,"kentucky",NA,NA,"tyler-ulis-1",NA,NA
"Wade Baldwin","Wade","Baldwin","wade","baldwin",NA,"b/baldwwa01","baldwwa01",2017,2019,"3136696/wade-baldwin-iv",3136696,"wade-baldwin-iv",NA,NA,NA,"vanderbilt",NA,NA,"wade-baldwin-1",NA,NA
"Wayne Selden","Wayne","Selden","wayne","selden",NA,"s/seldewa01","seldewa01",2017,2019,"3059316/wayne-selden",3059316,"wayne-selden",NA,NA,NA,"kansas",NA,NA,"wayne-selden-1",NA,NA
"Willy Hernangomez","Willy","Hernangomez","willy","hernangomez",NA,"h/hernawi01","hernawi01",2017,2019,"2999409/willy-hernangomez",2999409,"willy-hernangomez",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yogi Ferrell","Yogi","Ferrell","yogi","ferrell",NA,"f/ferreyo01","ferreyo01",2017,2019,"2991018/yogi-ferrell",2991018,"yogi-ferrell",NA,NA,NA,"indiana",NA,NA,"kevin-ferrell-1",NA,NA
"Aaron Jackson","Aaron","Jackson","aaron","jackson",NA,"j/jacksaa01","jacksaa01",2018,2018,"2198243/aaron-jackson",2198243,"aaron-jackson",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abdel Nader","Abdel","Nader","abdel","nader",NA,"n/naderab01","naderab01",2018,2019,"2595435/abdel-nader",2595435,"abdel-nader",NA,NA,NA,"northern-illinois","Iowa","iowa-state","abdel-nader-1",NA,NA
"Alec Peters","Alec","Peters","alec","peters",NA,"p/peteral01","peteral01",2018,2018,"3062897/alec-peters",3062897,"alec-peters",NA,NA,NA,"valparaiso",NA,NA,"alec-peters-1",NA,NA
"Alex Caruso","Alex","Caruso","alex","caruso",NA,"c/carusal01","carusal01",2018,2019,"2991350/alex-caruso",2991350,"alex-caruso",NA,NA,"Texas A","texas-am",NA,NA,"alex-caruso-1",NA,NA
"Alfonzo McKinnie","Alfonzo","McKinnie","alfonzo","mckinnie",NA,"m/mckinal01","mckinal01",2018,2019,"2530923/alfonzo-mckinnie",2530923,"alfonzo-mckinnie",NA,NA,NA,"eastern-illinois","Green","green-bay","alfonzo-mckinnie-1",NA,NA
"Andre Ingram","Andre","Ingram","andre","ingram",NA,"i/ingraan01","ingraan01",2018,2019,"2141179/andre-ingram",2141179,"andre-ingram",NA,NA,NA,"american",NA,NA,"andre-ingram-1",NA,NA
"Andrew White","Andrew","White","andrew","white",NA,"w/whitean01","whitean01",2018,2018,"2990972/andrew-white-iii",2990972,"andrew-white-iii",NA,NA,NA,"kansas","Nebraska","nebraska","andrew-whiteiii-1","Syracuse","syracuse"
"Ante Zizic","Ante","Zizic","ante","zizic",NA,"z/zizican01","zizican01",2018,2019,"4017838/ante-zizic",4017838,"ante-zizic",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antonio Blakeney","Antonio","Blakeney","antonio","blakeney",NA,"b/blakean01","blakean01",2018,2019,"3907386/antonio-blakeney",3907386,"antonio-blakeney",NA,NA,NA,"louisiana-state",NA,NA,"antonio-blakeney-1",NA,NA
"Antonius Cleveland","Antonius","Cleveland","antonius","cleveland",NA,"c/clevean01","clevean01",2018,2018,"3064237/antonius-cleveland",3064237,"antonius-cleveland",NA,NA,NA,"southeast-missouri-state",NA,NA,"antonius-cleveland-1",NA,NA
"Bam Adebayo","Bam","Adebayo","bam","adebayo",NA,"a/adebaba01","adebaba01",2018,2019,"4066261/bam-adebayo",4066261,"bam-adebayo",NA,NA,NA,"kentucky",NA,NA,"edrice-adebayo-1",NA,NA
"Ben Moore","Ben","Moore","ben","moore",NA,"m/moorebe01","moorebe01",2018,2018,"3057189/ben-moore",3057189,"ben-moore",NA,NA,NA,"southern-methodist",NA,NA,"ben-moore-1",NA,NA
"Ben Simmons","Ben","Simmons","ben","simmons",NA,"s/simmobe01","simmobe01",2018,2019,"3907387/ben-simmons",3907387,"ben-simmons",NA,NA,NA,"louisiana-state",NA,NA,"ben-simmons-1",NA,NA
"Bogdan Bogdanovic","Bogdan","Bogdanovic","bogdan","bogdanovic",NA,"b/bogdabo01","bogdabo01",2018,2019,"3037789/bogdan-bogdanovic",3037789,"bogdan-bogdanovic",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brandon Paul","Brandon","Paul","brandon","paul",NA,"p/paulbr01","paulbr01",2018,2018,"2488911/brandon-paul",2488911,"brandon-paul",NA,NA,"Illinois",NA,NA,NA,"brandon-paul-1",NA,NA
"C.J. Williams","C.J.","Williams","cj","williams",NA,"w/willicj01","willicj01",2018,2019,"2325499/c.j.-williams",2325499,"c.j.-williams",2009,NA,"North Carolina State","north-carolina-state",NA,NA,"cj-williams-2",NA,NA
"Caleb Swanigan","Caleb","Swanigan","caleb","swanigan",NA,"s/swanica01","swanica01",2018,2019,"3906671/caleb-swanigan",3906671,"caleb-swanigan",NA,NA,NA,"purdue",NA,NA,"caleb-swanigan-1",NA,NA
"Cedi Osman","Cedi","Osman","cedi","osman",NA,"o/osmande01","osmande01",2018,2019,"3893016/cedi-osman",3893016,"cedi-osman",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charles Cooke","Charles","Cooke","charles","cooke",NA,"c/cookech01","cookech01",2018,2018,"2988387/charles-cooke",2988387,"charles-cooke",NA,NA,NA,"james-madison","Dayton","dayton","charles-cooke-1",NA,NA
"Chris Boucher","Chris","Boucher","chris","boucher",NA,"b/bouchch01","bouchch01",2018,2019,"3948153/chris-boucher",3948153,"chris-boucher",NA,NA,NA,"oregon",NA,NA,"chris-boucher-1",NA,NA
"D.J. Wilson","D.J.","Wilson","dj","wilson",NA,"w/wilsodj01","wilsodj01",2018,2019,"3136491/d.j.-wilson",3136491,"d.j.-wilson",NA,NA,NA,"michigan",NA,NA,"dj-wilson-1",NA,NA
"Dakari Johnson","Dakari","Johnson","dakari","johnson",NA,"j/johnsda04","johnsda04",2018,2018,"3064516/dakari-johnson",3064516,"dakari-johnson",NA,NA,NA,"kentucky",NA,NA,"dakari-johnson-1",NA,NA
"Damion Lee","Damion","Lee","damion","lee",NA,"l/leeda03","leeda03",2018,2019,"2595209/damion-lee",2595209,"damion-lee",NA,NA,NA,"drexel","Louisville","louisville","damion-lee-1",NA,NA
"Damyean Dotson","Damyean","Dotson","damyean","dotson",NA,"d/dotsoda01","dotsoda01",2018,2019,"2991149/damyean-dotson",2991149,"damyean-dotson",NA,NA,NA,"oregon","Houston","houston","damyean-dotson-1",NA,NA
"Daniel Hamilton","Daniel","Hamilton","daniel","hamilton",NA,"h/hamilda02","hamilda02",2018,2019,"3147351/daniel-hamilton",3147351,"daniel-hamilton",NA,NA,NA,"connecticut",NA,NA,"daniel-hamilton-1",NA,NA
"Daniel Theis","Daniel","Theis","daniel","theis",NA,"t/theisda01","theisda01",2018,2019,"2451037/daniel-theis",2451037,"daniel-theis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davon Reed","Davon","Reed","davon","reed",NA,"r/reedda01","reedda01",2018,2019,"3059262/davon-reed",3059262,"davon-reed",NA,NA,NA,"miami-fl",NA,NA,"davon-reed-1",NA,NA
"De'Aaron Fox","De'Aaron","Fox","deaaron","fox",NA,"f/foxde01","foxde01",2018,2019,"4066259/de'aaron-fox",4066259,"de'aaron-fox",NA,NA,NA,"kentucky",NA,NA,"deaaron-fox-1",NA,NA
"Dennis Smith","Dennis","Smith","dennis","smith",NA,"s/smithde03","smithde03",2018,2019,"4065697/dennis-smith-jr.",4065697,"dennis-smith-jr.",NA,NA,NA,"north-carolina-state",NA,NA,"dennis-smithjr-1",NA,NA
"Derrick Walton","Derrick","Walton","derrick","walton",NA,"w/waltode01","waltode01",2018,2018,"3056273/derrick-walton-jr.",3056273,"derrick-walton-jr.",NA,NA,NA,"michigan",NA,NA,"derrick-walton-1",NA,NA
"Derrick White","Derrick","White","derrick","white",NA,"w/whitede01","whitede01",2018,2019,"3078576/derrick-white",3078576,"derrick-white",NA,NA,NA,"colorado",NA,NA,"derrick-white-1",NA,NA
"Devin Robinson","Devin","Robinson","devin","robinson",NA,"r/robinde01","robinde01",2018,2019,"3137798/devin-robinson",3137798,"devin-robinson",NA,NA,NA,"florida",NA,NA,"devin-robinson-1",NA,NA
"Dillon Brooks","Dillon","Brooks","dillon","brooks",NA,"b/brookdi01","brookdi01",2018,2019,"3155526/dillon-brooks",3155526,"dillon-brooks",NA,NA,NA,"oregon",NA,NA,"dillon-brooks-1",NA,NA
"Donovan Mitchell","Donovan","Mitchell","donovan","mitchell",NA,"m/mitchdo01","mitchdo01",2018,2019,"3908809/donovan-mitchell",3908809,"donovan-mitchell",NA,NA,NA,"louisville",NA,NA,"donovan-mitchell-1",NA,NA
"Dwayne Bacon","Dwayne","Bacon","dwayne","bacon",NA,"b/bacondw01","bacondw01",2018,2019,"3907821/dwayne-bacon",3907821,"dwayne-bacon",NA,NA,NA,"florida-state",NA,NA,"dwayne-bacon-1",NA,NA
"Edmond Sumner","Edmond","Sumner","edmond","sumner",NA,"s/sumneed01","sumneed01",2018,2019,"3136485/edmond-sumner",3136485,"edmond-sumner",NA,NA,NA,"xavier",NA,NA,"edmond-sumner-1",NA,NA
"Erik McCree","Erik","McCree","erik","mccree",NA,"m/mccreer01","mccreer01",2018,2018,"2994165/erik-mccree",2994165,"erik-mccree",NA,NA,NA,"murray-state","Louisiana","louisiana-tech","erik-mccree-1",NA,NA
"Frank Mason","Frank","Mason","frank","mason",NA,"m/masonfr01","masonfr01",2018,2019,"3059315/frank-mason-iii",3059315,"frank-mason-iii",NA,NA,NA,"kansas",NA,NA,"frank-mason-1",NA,NA
"Frank Ntilikina","Frank","Ntilikina","frank","ntilikina",NA,"n/ntilila01","ntilila01",2018,2019,"4230547/frank-ntilikina",4230547,"frank-ntilikina",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Furkan Korkmaz","Furkan","Korkmaz","furkan","korkmaz",NA,"k/korkmfu01","korkmfu01",2018,2019,"3929325/furkan-korkmaz",3929325,"furkan-korkmaz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gian Clavell","Gian","Clavell","gian","clavell",NA,"c/clavegi01","clavegi01",2018,2018,"3137694/gian-clavell",3137694,"gian-clavell",NA,NA,NA,"colorado-state",NA,NA,"gian-clavell-1",NA,NA
"Guerschon Yabusele","Guerschon","Yabusele","guerschon","yabusele",NA,"y/yabusgu01","yabusgu01",2018,2019,"4017844/guerschon-yabusele",4017844,"guerschon-yabusele",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ike Anigbogu","Ike","Anigbogu","ike","anigbogu",NA,"a/anigbik01","anigbik01",2018,2019,"4066424/ike-anigbogu",4066424,"ike-anigbogu",NA,NA,"UCLA",NA,NA,NA,"ike-anigbogu-1",NA,NA
"Isaiah Hicks","Isaiah","Hicks","isaiah","hicks",NA,"h/hicksis01","hicksis01",2018,2019,"3074765/isaiah-hicks",3074765,"isaiah-hicks",NA,NA,NA,"north-carolina",NA,NA,"isaiah-hicks-1",NA,NA
"Ivan Rabb","Ivan","Rabb","ivan","rabb",NA,"r/rabbiv01","rabbiv01",2018,2019,"3917378/ivan-rabb",3917378,"ivan-rabb",NA,NA,"University of California",NA,NA,NA,"ivan-rabb-1",NA,NA
"Jabari Bird","Jabari","Bird","jabari","bird",NA,"b/birdja01","birdja01",2018,2018,"3064308/jabari-bird",3064308,"jabari-bird",NA,NA,"University of California",NA,NA,NA,"jabari-bird-1",NA,NA
