"player_name","first_name_punc","last_name_punc","first_name_lower","last_name_lower","last_name_suffix","bbref_link","bbref_id","first_season","last_season","espn_link","espn_number","espn_id","first_year_in_school","last_year_in_school","school_1_name","school_1_id","school_2_name","school_2_id","sport_ref_id","school_3_name","school_3_id"
"Jacob Pullen","Jacob","Pullen","jacob","pullen",NA,"p/pulleja01","pulleja01",2018,2018,"2282622/jacob-pullen",2282622,"jacob-pullen",2008,NA,"Kansas State","kansas-state",NA,NA,"jacob-pullen-1",NA,NA
"Jacob Wiley","Jacob","Wiley","jacob","wiley",NA,"w/wileyja01","wileyja01",2018,2018,"2995079/jacob-wiley",2995079,"jacob-wiley",NA,NA,NA,"montana","Eastern","eastern-washington","jacob-wiley-1",NA,NA
"Jalen Jones","Jalen","Jones","jalen","jones",NA,"j/jonesja04","jonesja04",2018,2019,"2579476/jalen-jones",2579476,"jalen-jones",NA,NA,NA,"southern-methodist","Texas","texas-am","jalen-jones-1",NA,NA
"Jameel Warney","Jameel","Warney","jameel","warney",NA,"w/warneja01","warneja01",2018,2018,"2982185/jameel-warney",2982185,"jameel-warney",NA,NA,NA,"stony-brook",NA,NA,"jameel-warney-1",NA,NA
"Jamel Artis","Jamel","Artis","jamel","artis",NA,"a/artisja01","artisja01",2018,2018,"3059276/jamel-artis",3059276,"jamel-artis",NA,NA,NA,"pittsburgh",NA,NA,"jamel-artis-1",NA,NA
"James Webb","James","Webb","james","webb",NA,"w/webbja01","webbja01",2018,2018,"3079021/james-webb-iii",3079021,"james-webb-iii",NA,NA,NA,"boise-state",NA,NA,"james-webb-1",NA,NA
"Jamil Wilson","Jamil","Wilson","jamil","wilson",NA,"w/wilsoja02","wilsoja02",2018,2018,"2488977/jamil-wilson",2488977,"jamil-wilson",NA,NA,NA,"oregon","Marquette","marquette","jamil-wilson-1",NA,NA
"Jarrett Allen","Jarrett","Allen","jarrett","allen",NA,"a/allenja01","allenja01",2018,2019,"4066328/jarrett-allen",4066328,"jarrett-allen",NA,NA,"Texas",NA,NA,NA,"jarrett-allen-1",NA,NA
"Jawun Evans","Jawun","Evans","jawun","evans",NA,"e/evansja01","evansja01",2018,2019,"3912854/jawun-evans",3912854,"jawun-evans",NA,NA,NA,"oklahoma-state",NA,NA,"jawun-evans-1",NA,NA
"Jaylen Morris","Jaylen","Morris","jaylen","morris",NA,"m/morrija01","morrija01",2018,2019,"3952343/jaylen-morris",3952343,"jaylen-morris",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jayson Tatum","Jayson","Tatum","jayson","tatum",NA,"t/tatumja01","tatumja01",2018,2019,"4065648/jayson-tatum",4065648,"jayson-tatum",NA,NA,NA,"duke",NA,NA,"jayson-tatum-1",NA,NA
"John Collins","John","Collins","john","collins",NA,"c/collijo01","collijo01",2018,2019,"3908845/john-collins",3908845,"john-collins",NA,NA,NA,"wake-forest",NA,NA,"john-collins-1",NA,NA
"John Holland","John","Holland","john","holland",NA,"h/hollajo02","hollajo02",2018,2019,"2282117/john-holland",2282117,"john-holland",NA,NA,"Boston University","boston-university",NA,NA,"john-holland-1",NA,NA
"Johnathan Motley","Johnathan","Motley","johnathan","motley",NA,"m/motlejo01","motlejo01",2018,2019,"3059306/johnathan-motley",3059306,"johnathan-motley",NA,NA,NA,"baylor",NA,NA,"johnathan-motley-1",NA,NA
"Jonathan Isaac","Jonathan","Isaac","jonathan","isaac",NA,"i/isaacjo01","isaacjo01",2018,2019,"4065654/jonathan-isaac",4065654,"jonathan-isaac",NA,NA,NA,"florida-state",NA,NA,"jonathan-isaac-1",NA,NA
"Jordan Bell","Jordan","Bell","jordan","bell",NA,"b/belljo01","belljo01",2018,2019,"3064427/jordan-bell",3064427,"jordan-bell",NA,NA,NA,"oregon",NA,NA,"jordan-bell-1",NA,NA
"Josh Gray","Josh","Gray","josh","gray",NA,"g/grayjo01","grayjo01",2018,2018,"3001308/josh-gray",3001308,"josh-gray",NA,NA,NA,"texas-tech","Louisiana","louisiana-state","josh-gray-1",NA,NA
"Josh Hart","Josh","Hart","josh","hart",NA,"h/hartjo01","hartjo01",2018,2019,"3062679/josh-hart",3062679,"josh-hart",NA,NA,NA,"villanova",NA,NA,"josh-hart-1",NA,NA
"Josh Jackson","Josh","Jackson","josh","jackson",NA,"j/jacksjo02","jacksjo02",2018,2019,"4066297/josh-jackson",4066297,"josh-jackson",NA,NA,NA,"kansas",NA,NA,"josh-jackson-2",NA,NA
"Josh Magette","Josh","Magette","josh","magette",NA,"m/magetjo01","magetjo01",2018,2018,"4064727/josh-magette",4064727,"josh-magette",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Justin Jackson","Justin","Jackson","justin","jackson",NA,"j/jacksju01","jacksju01",2018,2019,"3138156/justin-jackson",3138156,"justin-jackson",NA,NA,NA,"north-carolina",NA,NA,"justin-jackson-4",NA,NA
"Justin Patton","Justin","Patton","justin","patton",NA,"p/pattoju01","pattoju01",2018,2019,"3912332/justin-patton",3912332,"justin-patton",NA,NA,NA,"creighton",NA,NA,"justin-patton-1",NA,NA
"Kadeem Allen","Kadeem","Allen","kadeem","allen",NA,"a/allenka01","allenka01",2018,2019,"3134880/kadeem-allen",3134880,"kadeem-allen",NA,NA,NA,"arizona",NA,NA,"kadeem-allen-1",NA,NA
"Khem Birch","Khem","Birch","khem","birch",NA,"b/birchkh01","birchkh01",2018,2019,"2578240/khem-birch",2578240,"khem-birch",NA,NA,NA,"pittsburgh","Nevada","nevada-las-vegas","khem-birch-1",NA,NA
"Kobi Simmons","Kobi","Simmons","kobi","simmons",NA,"s/simmoko01","simmoko01",2018,2019,"4066335/kobi-simmons",4066335,"kobi-simmons",NA,NA,NA,"arizona",NA,NA,"kobi-simmons-1",NA,NA
"Kyle Collinsworth","Kyle","Collinsworth","kyle","collinsworth",NA,"c/colliky01","colliky01",2018,2018,"2528327/kyle-collinsworth",2528327,"kyle-collinsworth",NA,NA,NA,"brigham-young",NA,NA,"kyle-collinsworth-1",NA,NA
"Kyle Kuzma","Kyle","Kuzma","kyle","kuzma",NA,"k/kuzmaky01","kuzmaky01",2018,2019,"3134907/kyle-kuzma",3134907,"kyle-kuzma",NA,NA,NA,"utah",NA,NA,"kyle-kuzma-1",NA,NA
"Lauri Markkanen","Lauri","Markkanen","lauri","markkanen",NA,"m/markkla01","markkla01",2018,2019,"4066336/lauri-markkanen",4066336,"lauri-markkanen",NA,NA,NA,"arizona",NA,NA,"lauri-markkanen-1",NA,NA
"London Perrantes","London","Perrantes","london","perrantes",NA,"p/perralo01","perralo01",2018,2018,"3059286/london-perrantes",3059286,"london-perrantes",NA,NA,NA,"virginia",NA,NA,"london-perrantes-1",NA,NA
"Lonzo Ball","Lonzo","Ball","lonzo","ball",NA,"b/balllo01","balllo01",2018,2019,"4066421/lonzo-ball",4066421,"lonzo-ball",NA,NA,"UCLA",NA,NA,NA,"lonzo-ball-1",NA,NA
"Luke Kennard","Luke","Kennard","luke","kennard",NA,"k/kennalu01","kennalu01",2018,2019,"3913174/luke-kennard",3913174,"luke-kennard",NA,NA,NA,"duke",NA,NA,"luke-kennard-1",NA,NA
"Luke Kornet","Luke","Kornet","luke","kornet",NA,"k/kornelu01","kornelu01",2018,2019,"3064560/luke-kornet",3064560,"luke-kornet",NA,NA,NA,"vanderbilt",NA,NA,"luke-kornet-1",NA,NA
"Malcolm Miller","Malcolm","Miller","malcolm","miller",NA,"m/millema01","millema01",2018,2019,"2580980/malcolm-miller",2580980,"malcolm-miller",NA,NA,"Holy Cross","holy-cross",NA,NA,"malcolm-miller-1",NA,NA
"Malik Monk","Malik","Monk","malik","monk",NA,"m/monkma01","monkma01",2018,2019,"4066262/malik-monk",4066262,"malik-monk",NA,NA,NA,"kentucky",NA,NA,"malik-monk-1",NA,NA
"Mangok Mathiang","Mangok","Mathiang","mangok","mathiang",NA,"m/mathima01","mathima01",2018,2018,"2991054/mangok-mathiang",2991054,"mangok-mathiang",NA,NA,NA,"louisville",NA,NA,"mangok-mathiang-1",NA,NA
"Marcus Paige","Marcus","Paige","marcus","paige",NA,"p/paigema01","paigema01",2018,2018,"2982329/marcus-paige",2982329,"marcus-paige",NA,NA,NA,"north-carolina",NA,NA,"marcus-paige-1",NA,NA
"Markelle Fultz","Markelle","Fultz","markelle","fultz",NA,"f/fultzma01","fultzma01",2018,2019,"4066636/markelle-fultz",4066636,"markelle-fultz",NA,NA,NA,"washington",NA,NA,"markelle-fultz-1",NA,NA
"Matt Costello","Matt","Costello","matt","costello",NA,"c/costema01","costema01",2018,2018,"2999546/matt-costello",2999546,"matt-costello",NA,NA,NA,"michigan-state",NA,NA,"matt-costello-1",NA,NA
"Matt Williams","Matt","Williams","matt","williams",NA,"w/willima05","willima05",2018,2018,"2991295/matt-williams-jr.",2991295,"matt-williams-jr.",NA,NA,NA,"central-florida",NA,NA,"matt-williams-4",NA,NA
"Maxi Kleber","Maxi","Kleber","maxi","kleber",NA,"k/klebima01","klebima01",2018,2019,"2960236/maxi-kleber",2960236,"maxi-kleber",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Milos Teodosic","Milos","Teodosic","milos","teodosic",NA,"t/teodomi01","teodomi01",2018,2019,"4192/milos-teodosic",4192,"milos-teodosic",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Milton Doyle","Milton","Doyle","milton","doyle",NA,"d/doylemi01","doylemi01",2018,2018,"2992564/milton-doyle",2992564,"milton-doyle",NA,NA,"Loyola","loyola-il",NA,NA,"milton-doyle-1",NA,NA
"Monte Morris","Monte","Morris","monte","morris",NA,"m/morrimo01","morrimo01",2018,2019,"3059310/monte-morris",3059310,"monte-morris",NA,NA,NA,"iowa-state",NA,NA,"monte-morris-1",NA,NA
"Myke Henry","Myke","Henry","myke","henry",NA,"h/henrymy01","henrymy01",2018,2018,"2579251/myke-henry",2579251,"myke-henry",NA,NA,"Illinois",NA,"DePaul","depaul","myke-henry-1",NA,NA
"Naz Mitrou-Long","Naz","Mitrou-Long","naz","mitrou-long",NA,"m/mitrona01","mitrona01",2018,2019,"2990968/naz-mitrou-long",2990968,"naz-mitrou-long",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nigel Hayes","Nigel","Hayes","nigel","hayes",NA,"h/hayesni01","hayesni01",2018,2018,"3059409/nigel-hayes",3059409,"nigel-hayes",NA,NA,NA,"wisconsin",NA,NA,"nigel-hayes-1",NA,NA
"OG Anunoby","OG","Anunoby","og","anunoby",NA,"a/anunoog01","anunoog01",2018,2019,"3934719/og-anunoby",3934719,"og-anunoby",NA,NA,NA,"indiana",NA,NA,"og-anunoby-1",NA,NA
"Omari Johnson","Omari","Johnson","omari","johnson",NA,"j/johnsom01","johnsom01",2018,2018,"2284046/omari-johnson",2284046,"omari-johnson",NA,NA,NA,"oregon-state",NA,NA,"omari-johnson-1",NA,NA
"PJ Dozier","PJ","Dozier","pj","dozier",NA,"d/doziepj01","doziepj01",2018,2019,"3923250/pj-dozier",3923250,"pj-dozier",NA,NA,NA,"south-carolina",NA,NA,"pj-dozier-1",NA,NA
"Reggie Hearn","Reggie","Hearn","reggie","hearn",NA,"h/hearnre01","hearnre01",2018,2018,"2488938/reggie-hearn",2488938,"reggie-hearn",NA,NA,NA,"northwestern",NA,NA,"reggie-hearn-1",NA,NA
"Rodney Purvis","Rodney","Purvis","rodney","purvis",NA,"p/purviro01","purviro01",2018,2018,"2982332/rodney-purvis",2982332,"rodney-purvis",NA,NA,NA,"north-carolina-state","Connecticut","connecticut","rodney-purvis-1",NA,NA
"Royce O'Neale","Royce","O'Neale","royce","oneale",NA,"o/onealro01","onealro01",2018,2019,"2583632/royce-o'neale",2583632,"royce-o'neale",NA,NA,NA,"denver","Baylor","baylor","royce-oneale-1",NA,NA
"Ryan Arcidiacono","Ryan","Arcidiacono","ryan","arcidiacono",NA,"a/arcidry01","arcidry01",2018,2019,"2991047/ryan-arcidiacono",2991047,"ryan-arcidiacono",NA,NA,NA,"villanova",NA,NA,"ryan-arcidiacono-1",NA,NA
"Semi Ojeleye","Semi","Ojeleye","semi","ojeleye",NA,"o/ojelese01","ojelese01",2018,2019,"3056602/semi-ojeleye",3056602,"semi-ojeleye",NA,NA,NA,"duke","Southern","southern-methodist","semi-ojeleye-1",NA,NA
"Shaquille Harrison","Shaquille","Harrison","shaquille","harrison",NA,"h/harrish01","harrish01",2018,2019,"2991274/shaquille-harrison",2991274,"shaquille-harrison",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sindarius Thornwell","Sindarius","Thornwell","sindarius","thornwell",NA,"t/thornsi01","thornsi01",2018,2019,"3064539/sindarius-thornwell",3064539,"sindarius-thornwell",NA,NA,NA,"south-carolina",NA,NA,"sindarius-thornwell-1",NA,NA
"Sterling Brown","Sterling","Brown","sterling","brown",NA,"b/brownst02","brownst02",2018,2019,"3057187/sterling-brown",3057187,"sterling-brown",NA,NA,NA,"southern-methodist",NA,NA,"sterling-brown-2",NA,NA
"T.J. Leaf","T.J.","Leaf","tj","leaf",NA,"l/leaftj01","leaftj01",2018,2019,"4066425/t.j.-leaf",4066425,"t.j.-leaf",NA,NA,"UCLA",NA,NA,NA,"tj-leaf-1",NA,NA
"Terrance Ferguson","Terrance","Ferguson","terrance","ferguson",NA,"f/fergute01","fergute01",2018,2019,"4230546/terrance-ferguson",4230546,"terrance-ferguson",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas Bryant","Thomas","Bryant","thomas","bryant",NA,"b/bryanth01","bryanth01",2018,2019,"3934723/thomas-bryant",3934723,"thomas-bryant",NA,NA,NA,"indiana",NA,NA,"thomas-bryant-1",NA,NA
"Tony Bradley","Tony","Bradley","tony","bradley",NA,"b/bradlto01","bradlto01",2018,2019,"4065673/tony-bradley",4065673,"tony-bradley",NA,NA,NA,"north-carolina",NA,NA,"tony-bradley-1",NA,NA
"Torrey Craig","Torrey","Craig","torrey","craig",NA,"c/craigto01","craigto01",2018,2019,"2528693/torrey-craig",2528693,"torrey-craig",NA,NA,NA,"south-carolina-upstate",NA,NA,"torrey-craig-1",NA,NA
"Trey McKinney-Jones","Trey","McKinney-Jones","trey","mckinney-jones",NA,"m/mckintr01","mckintr01",2018,2018,"2327832/trey-mckinney-jones",2327832,"trey-mckinney-jones",2009,NA,"Missouri","missouri-kansas-city",NA,"miami-fl","trey-mckinney-jones-1",NA,NA
"Tyler Cavanaugh","Tyler","Cavanaugh","tyler","cavanaugh",NA,"c/cavanty01","cavanty01",2018,2019,"2982349/tyler-cavanaugh",2982349,"tyler-cavanaugh",NA,NA,NA,"wake-forest","George","george-washington","tyler-cavanaugh-1",NA,NA
"Tyler Dorsey","Tyler","Dorsey","tyler","dorsey",NA,"d/dorsety01","dorsety01",2018,2019,"3915560/tyler-dorsey",3915560,"tyler-dorsey",NA,NA,NA,"oregon",NA,NA,"tyler-dorsey-1",NA,NA
"Tyler Lydon","Tyler","Lydon","tyler","lydon",NA,"l/lydonty01","lydonty01",2018,2019,"3934662/tyler-lydon",3934662,"tyler-lydon",NA,NA,NA,"syracuse",NA,NA,"tyler-lydon-1",NA,NA
"Tyrone Wallace","Tyrone","Wallace","tyrone","wallace",NA,"w/wallaty01","wallaty01",2018,2019,"3002137/tyrone-wallace",3002137,"tyrone-wallace",NA,NA,"University of California",NA,NA,NA,"tyrone-wallace-1",NA,NA
"Vince Hunter","Vince","Hunter","vince","hunter",NA,"h/huntevi01","huntevi01",2018,2018,"3057304/vince-hunter",3057304,"vince-hunter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Walt Lemon","Walt","Lemon","walt","lemon",NA,"l/lemonwa01","lemonwa01",2018,2019,"2528586/walt-lemon-jr.",2528586,"walt-lemon-jr.",2011,NA,"Bradley","bradley",NA,NA,"walt-lemon--1",NA,NA
"Xavier Rathan-Mayes","Xavier","Rathan-Mayes","xavier","rathan-mayes",NA,"r/rathaxa01","rathaxa01",2018,2018,"3059247/xavier-rathan-mayes",3059247,"xavier-rathan-mayes",NA,NA,NA,"florida-state",NA,NA,"xavier-rathan-mayes-1",NA,NA
"Zach Collins","Zach","Collins","zach","collins",NA,"c/colliza01","colliza01",2018,2019,"4066650/zach-collins",4066650,"zach-collins",NA,NA,NA,"gonzaga",NA,NA,"zach-collins-1",NA,NA
"Zhou Qi","Zhou","Qi","zhou","qi",NA,"q/qizh01","qizh01",2018,2019,"3892894/zhou-qi",3892894,"zhou-qi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aaron Holiday","Aaron","Holiday","aaron","holiday",NA,"h/holidaa01","holidaa01",2019,2019,"3922230/aaron-holiday",3922230,"aaron-holiday",NA,NA,"UCLA",NA,NA,NA,"aaron-holiday-1",NA,NA
"Alize Johnson","Alize","Johnson","alize","johnson",NA,"j/johnsal02","johnsal02",2019,2019,"4067045/alize-johnson",4067045,"alize-johnson",NA,NA,NA,"missouri-state",NA,NA,"alize-johnson-1",NA,NA
"Allonzo Trier","Allonzo","Trier","allonzo","trier",NA,"t/trieral01","trieral01",2019,2019,"3907525/allonzo-trier",3907525,"allonzo-trier",NA,NA,NA,"arizona",NA,NA,"allonzo-trier-1",NA,NA
"Amile Jefferson","Amile","Jefferson","amile","jefferson",NA,"j/jeffeam01","jeffeam01",2019,2019,"2982249/amile-jefferson",2982249,"amile-jefferson",NA,NA,NA,"duke",NA,NA,"amile-jefferson-1",NA,NA
"Anfernee Simons","Anfernee","Simons","anfernee","simons",NA,"s/simonan01","simonan01",2019,2019,"4351851/anfernee-simons",4351851,"anfernee-simons",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Angel Delgado","Angel","Delgado","angel","delgado",NA,"d/delgaan01","delgaan01",2019,2019,"3136479/angel-delgado",3136479,"angel-delgado",NA,NA,NA,"seton-hall",NA,NA,"angel-delgado-1",NA,NA
"B.J. Johnson","B.J.","Johnson","bj","johnson",NA,"j/johnsbj01","johnsbj01",2019,2019,"3059280/bj-johnson",3059280,"bj-johnson",NA,NA,NA,"syracuse","La","la-salle","bj-johnson-2",NA,NA
"Billy Garrett","Billy","Garrett","billy","garrett",NA,"g/garrebi01","garrebi01",2019,2019,"3059356/billy-garrett-jr.",3059356,"billy-garrett-jr.",NA,NA,NA,"depaul",NA,NA,"billy-garrett-1",NA,NA
"Bonzie Colson","Bonzie","Colson","bonzie","colson",NA,"c/colsobo01","colsobo01",2019,2019,"3138192/bonzie-colson",3138192,"bonzie-colson",NA,NA,NA,"notre-dame",NA,NA,"bonzie-colson-1",NA,NA
"Brad Wanamaker","Brad","Wanamaker","brad","wanamaker",NA,"w/wanambr01","wanambr01",2019,2019,"6507/brad-wanamaker",6507,"brad-wanamaker",2008,NA,"Pittsburgh","pittsburgh",NA,NA,"brad-wanamaker-1",NA,NA
"Brandon Goodwin","Brandon","Goodwin","brandon","goodwin",NA,"g/goodwbr01","goodwbr01",2019,2019,"3057198/brandon-goodwin",3057198,"brandon-goodwin",NA,2018,"Central Florida","central-florida","Florida","florida-gulf-coast","brandon-goodwin-1",NA,NA
"Brandon Sampson","Brandon","Sampson","brandon","sampson",NA,"s/sampsbr01","sampsbr01",2019,2019,"3907385/brandon-sampson",3907385,"brandon-sampson",NA,NA,NA,"louisiana-state",NA,NA,"brandon-sampson-1",NA,NA
"Bruce Brown","Bruce","Brown","bruce","brown",NA,"b/brownbr01","brownbr01",2019,2019,"4065670/bruce-brown",4065670,"bruce-brown",NA,NA,NA,"miami-fl",NA,NA,"bruce-brown-2",NA,NA
"Cameron Reynolds","Cameron","Reynolds","cameron","reynolds",NA,"r/reynoca01","reynoca01",2019,2019,"3057240/cameron-reynolds",3057240,"cameron-reynolds",NA,NA,NA,"tulane",NA,NA,"cameron-reynolds-1",NA,NA
"Chandler Hutchison","Chandler","Hutchison","chandler","hutchison",NA,"h/hutchch01","hutchch01",2019,2019,"3149010/chandler-hutchison",3149010,"chandler-hutchison",NA,NA,NA,"boise-state",NA,NA,"chandler-hutchison-1",NA,NA
"Chimezie Metu","Chimezie","Metu","chimezie","metu",NA,"m/metuch01","metuch01",2019,2019,"3914283/chimezie-metu",3914283,"chimezie-metu",NA,NA,NA,"southern-california",NA,NA,"chimezie-metu-1",NA,NA
"Chris Chiozza","Chris","Chiozza","chris","chiozza",NA,"c/chiozch01","chiozch01",2019,2019,"3137795/chris-chiozza",3137795,"chris-chiozza",NA,NA,NA,"florida",NA,NA,"chris-chiozza-1",NA,NA
"Collin Sexton","Collin","Sexton","collin","sexton",NA,"s/sextoco01","sextoco01",2019,2019,"4277811/collin-sexton",4277811,"collin-sexton",NA,NA,NA,"alabama",NA,NA,"collin-sexton-1",NA,NA
"Dairis Bertans","Dairis","Bertans","dairis","bertans",NA,"b/bertada02","bertada02",2019,2019,"2585637/dairis-bertans",2585637,"dairis-bertans",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daryl Macon","Daryl","Macon","daryl","macon",NA,"m/maconda01","maconda01",2019,2019,"4066243/daryl-macon",4066243,"daryl-macon",NA,NA,NA,"arkansas",NA,NA,"daryl-macon-1",NA,NA
"De'Anthony Melton","De'Anthony","Melton","deanthony","melton",NA,"m/meltode01","meltode01",2019,2019,"4066436/de'anthony-melton",4066436,"de'anthony-melton",NA,NA,NA,"southern-california",NA,NA,"deanthony-melton-1",NA,NA
"Deandre Ayton","Deandre","Ayton","deandre","ayton",NA,"a/aytonde01","aytonde01",2019,2019,"4278129/deandre-ayton",4278129,"deandre-ayton",NA,NA,NA,"arizona",NA,NA,"deandre-ayton-1",NA,NA
"Deng Adel","Deng","Adel","deng","adel",NA,"a/adelde01","adelde01",2019,2019,"3908807/deng-adel",3908807,"deng-adel",NA,NA,NA,"louisville",NA,NA,"deng-adel-1",NA,NA
"Deonte Burton","Deonte","Burton","deonte","burton",NA,"b/burtode02","burtode02",2019,2019,"3059358/deonte-burton",3059358,"deonte-burton",NA,NA,NA,"marquette","Iowa","iowa-state","deonte-burton-2",NA,NA
"DeVaughn Akoon-Purcell","DeVaughn","Akoon-Purcell","devaughn","akoon-purcell",NA,"a/akoonde01","akoonde01",2019,2019,"3138256/devaughn-akoon-purcell",3138256,"devaughn-akoon-purcell",NA,NA,NA,"illinois-state",NA,NA,"devaughn-akoon-purcell-1",NA,NA
"Devonte' Graham","Devonte'","Graham","devonte","graham",NA,"g/grahade01","grahade01",2019,2019,"3133601/devonte'-graham",3133601,"devonte'-graham",NA,NA,NA,"kansas",NA,NA,"devonte-graham-1",NA,NA
"Donte DiVincenzo","Donte","DiVincenzo","donte","divincenzo",NA,"d/divindo01","divindo01",2019,2019,"3934673/donte-divincenzo",3934673,"donte-divincenzo",NA,NA,NA,"villanova",NA,NA,"donte-divincenzo-1",NA,NA
"Donte Grantham","Donte","Grantham","donte","grantham",NA,"g/grantdo01","grantdo01",2019,2019,"3129674/donte-grantham",3129674,"donte-grantham",NA,NA,NA,"clemson",NA,NA,"donte-grantham-1",NA,NA
"Drew Eubanks","Drew","Eubanks","drew","eubanks",NA,"e/eubandr01","eubandr01",2019,2019,"3914285/drew-eubanks",3914285,"drew-eubanks",NA,NA,NA,"oregon-state",NA,NA,"drew-eubanks-1",NA,NA
"Duncan Robinson","Duncan","Robinson","duncan","robinson",NA,"r/robindu01","robindu01",2019,2019,"3157465/duncan-robinson",3157465,"duncan-robinson",NA,NA,NA,"michigan",NA,NA,"duncan-robinson-1",NA,NA
"Dusty Hannahs","Dusty","Hannahs","dusty","hannahs",NA,"h/hannadu01","hannadu01",2019,2019,"3001309/dusty-hannahs",3001309,"dusty-hannahs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dzanan Musa","Dzanan","Musa","dzanan","musa",NA,"m/musadz01","musadz01",2019,2019,"4348696/dzanan-musa",4348696,"dzanan-musa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elie Okobo","Elie","Okobo","elie","okobo",NA,"o/okoboel01","okoboel01",2019,2019,"4230550/elie-okobo",4230550,"elie-okobo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Emanuel Terry","Emanuel","Terry","emanuel","terry",NA,"t/terryem01","terryem01",2019,2019,"4355392/emanuel-terry",4355392,"emanuel-terry",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Frank Jackson","Frank","Jackson","frank","jackson",NA,"j/jacksfr01","jacksfr01",2019,2019,"4065651/frank-jackson",4065651,"frank-jackson",NA,NA,NA,"duke",NA,NA,"frank-jackson-2",NA,NA
"Gary Clark","Gary","Clark","gary","clark",NA,"c/clarkga01","clarkga01",2019,2019,"3132042/gary-clark",3132042,"gary-clark",NA,NA,NA,"cincinnati",NA,NA,"gary-clark-2",NA,NA
"Gary Trent","Gary","Trent","gary","trent",NA,"t/trentga02","trentga02",2019,2019,"4277843/gary-trent-jr.",4277843,"gary-trent-jr.",NA,NA,NA,"duke",NA,NA,"gary-trentjr-1",NA,NA
"George King","George","King","george","king",NA,"k/kingge03","kingge03",2019,2019,"3064320/george-king",3064320,"george-king",NA,NA,NA,"colorado",NA,NA,"george-king-1",NA,NA
"Grayson Allen","Grayson","Allen","grayson","allen",NA,"a/allengr01","allengr01",2019,2019,"3135045/grayson-allen",3135045,"grayson-allen",NA,NA,NA,"duke",NA,NA,"grayson-allen-1",NA,NA
"Hamidou Diallo","Hamidou","Diallo","hamidou","diallo",NA,"d/diallha01","diallha01",2019,2019,"4080610/hamidou-diallo",4080610,"hamidou-diallo",NA,NA,NA,"kentucky",NA,NA,"hamidou-diallo-1",NA,NA
"Harry Giles","Harry","Giles","harry","giles",NA,"g/gilesha01","gilesha01",2019,2019,"4065649/harry-giles-iii",4065649,"harry-giles-iii",NA,NA,NA,"duke",NA,NA,"harry-giles-1",NA,NA
"Haywood Highsmith","Haywood","Highsmith","haywood","highsmith",NA,"h/highsha01","highsha01",2019,2019,"4291678/haywood-highsmith",4291678,"haywood-highsmith",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isaac Bonga","Isaac","Bonga","isaac","bonga",NA,"b/bongais01","bongais01",2019,2019,"4348697/isaac-bonga",4348697,"isaac-bonga",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isaac Humphries","Isaac","Humphries","isaac","humphries",NA,"h/humphis01","humphis01",2019,2019,"3926491/isaac-humphries",3926491,"isaac-humphries",NA,NA,NA,"kentucky",NA,NA,"isaac-humphries-1",NA,NA
"Isaiah Briscoe","Isaiah","Briscoe","isaiah","briscoe",NA,"b/briscis01","briscis01",2019,2019,"3936294/isaiah-briscoe",3936294,"isaiah-briscoe",NA,NA,NA,"kentucky",NA,NA,"isaiah-briscoe-1",NA,NA
